sen_ID,sentence,attribute,sub_attr,attr_class,# attributes,sent_class_og,sent_class
1045,"My favorite is the panang curry with tofu, spicy and the pad see ew with tofu, also spicy!",food,,1,,4,2
1046,"After going back and forth, she finally understood that I wanted to pay with plastic.",service,,3,,1,0
1047,"The weather was unseasonably balmy, and a mist hung heavy in the darkness just before dawn.",general,,5,,1,0
1048,"Regardless of the fairness of the store policy, it seems to me like it's not a good idea to subject your other customers to this somewhat unpleasant and lengthy scene.",service,,3,,1,0
1049,My husband tried the burrito special.,food,,1,,2,1
1050,"We have not yet tried the food, but it definitely smelled good in there, so we'll give it a go next time.",food,,1,,3,2
1051,Best burger in the Burgh!,food,,1,,4,2
1052,The cheese was decent and the sauce was a little on the sweet side.,food,,1,,3,2
1053,The second time I had a BBQ chicken pizza which was overcooked and not well designed to begin with (I could write an entire separate review on what was wrong with it and how to fix it).,food,,1,,0,0
1054,The only complaint from my friend was that the grilled bread that came with the dish was too hard for her to use to soak about the sauce.,food,,1,,1,0
1055,"The staff remembered my requests, which is a good thing.",service,,3,,3,2
1056,"Because of these elements, as well as the quality of the wine, I'm bumping up what would normally be a 3-3.5 star rating, based on our experience, to 4 stars.",food,,1,,3,2
1057,I've learned to steer clear of the burgers because of the inconsistency with which they're prepared.,food,,1,,1,0
1058,"But for $12, I felt like it was overpriced and I could have made something just as good or better at home.",price,,4,,1,0
1059,4,general,,5,,3,2
1060,The cost is less than $8 for the lunch buffet.,price,,4,,3,2
1061,It's possible that they haven't gotten everything streamlined yet to handle a big crowd but service was very slow.,service,,3,,1,0
1062,"Sadly, I didn't not love this place.",general,,5,,1,0
1063,"Great juke box, lots of laughs, you will feel right at home.",ambiance,,0,,4,2
1064,Older people love it because you get a soup and salad w every entree.,food,,1,,3,2
1065,The staff here is great at finding ways to pass time between double headers or during rain delays.,service,,3,,3,2
1066,You have to buy a drink (I got a 2.50 pop) and 10 wings of one flavor (3.50).,food,,1,,3,2
1067,The inside of the restaurant is actually much tinier than I had expected with as many people crammed in as possible.,ambiance,,0,,1,0
1068,The bread and olive oil was OK.,food,,1,,2,1
1069,The bananas further enhances the sweet ensemble.,food,,1,,3,2
1070,This is a hidden gem in downtown breakfast options.,general,,5,,3,2
1071,We had a 6:00 reservation and were seated immediately.,service,,3,,3,2
1072,The pico de gallo is to die for.,food,,1,,4,2
1073,They have brought in some new stores like Michael Kors which is wonderful.,general,,5,,4,2
1074,"Apparently, Gaucho Parrilla Argentina fits the definition of a runaway sensation while still measuring up to the buzz it has unassumingly created.",general,,5,,4,2
1075,"I was rather impressed by their lunch menu, while in the upper reaches of the lunch pricing they do have a lot of affordable options for those that don't want the traditional full blown entrees.",food,,1,,3,2
1076,"The dispatcher sometimes claims that they won't service my neighborhood (Friendship/Bloomfield), but other times they have been fast about picking people up late in the evening.",service,,3,,2,1
1077,"Yes, I'll continue to stop by there once in a while- but I don't know what all of the fuss is about.",general,,5,,1,0
1078,"It's totally bizarre to me that people can now get a buzz on at the grocery store, but again, I won't question it.",service,,3,,2,1
1079,"She's not mean, but in 10 years having not been to a vet, and being sick and scared, well, the first visit they treated her like she would be violent and immediately scruffed her (I know it doesn't hurt her, but it put her on edge) just because she still has her claws.",service,,3,,0,0
1080,"Seriously the WORST chicken I've ever had anywhere, and I've eaten chicken tenders from gas stations before (yeah, I'm not proud of that, but I'm willing to share that embarrassing fact with you just to drive home how horrible this chicken was!)",food,,1,,0,0
1081,"Sam was amazing, she is super knowledgeable, nice and helpful.",service,,3,,3,2
1082,"The waitress we had was adequate...apathetic, but did what she needed to do.",service,,3,,1,0
1083,Everyone loved the way my makeup looked.,general,,5,,3,2
1084,"Doesn't say on the coupon, nor does it state it in the store.",price,,4,,1,0
1085,An another coffee shop close to Squirrel hill.,location,,2,,1,0
1086,She was so direct and to the point as she gave knowledge about my haircare regimen.,service,,3,,3,2
1087,"Burgers, meatloaf, pot roast, fish sammiches, salads, pastas...a varied but adequate menu.",food,,1,,3,2
1088,"All together we each spent $60 including tip, which was just the right amount of money to prove to my friends that it's absolutely worth doping a little cash once and a while for a memorable meal.",price,,4,,3,2
1089,"I suggest going early, so the line it's too bad.",service,,3,,1,0
1090,"They offered up a sampling of appetizers including burger sliders, roasted beets, jalepeno poppers and bacon.",food,,1,,3,2
1091,My two favorite flavors are the Juicy Pear and the Georgia Peach.,food,,1,,3,2
1092,"First of all the lunch specials are not honored on the weekends, which even confused my waiter.",price,,4,,1,0
1093,For $8.25 it is a steal.,price,,4,,4,2
1094,I really enjoyed the taste of this dish.,food,,1,,4,2
1095,I had the Champs- Elysees which is champagne with strawberry puree...there was a glob of strawberry puree settling on the bottom and top of the glass which made it challenging to drink the actual liquid in the middle.,food,,1,,1,0
1096,"If they got a nervous homebuying newbie like myself through the process, they'll do the same for you.",service,,3,,3,2
1097,The manager even came over and asked if we had seen our waitress recently because we still had our menus.,service,,3,,3,2
1098,I understand the the concept of a buffet and you basically serve yourself.,service,,3,,2,1
1099,"As to delivery time, I generally order a little later than standard dinner time and I've rarely waited more than 45 minutes for my order.",service,,3,,3,2
1100,"But, more importantly than the food, we just really liked the atmosphere.",ambiance,,0,,4,2
1101,I think it bothered me more than it bothered my boyfriend.,general,,5,,1,0
1102,Their selection of pizzas is wide and what they do make is among the best I've had in the monroeville area.,food,,1,,4,2
1103,"I love the Chicken Teriyaki, myself.",food,,1,,4,2
1104,We skipped appetizers and went directly to dinner.,food,,1,,2,1
1105,"I did, however, enjoy the French Toast and pastries.",food,,1,,3,2
1106,Let me just describe them like this:  tasteless and slightly overcooked; good but a little too salty; nothing special (I've had much much better); ehh; overcooked and tasteless and frankly much too overpriced for what you got.,food,,1,,0,0
1107,She was running around like a chicken without a head but there were only three tables in the restaurant.,ambiance,,0,,2,1
1108,"I had never even heard of gelato before, but now I love it.",food,,1,,4,2
1109,Prices are the usual for a drug store.,price,,4,,2,1
1110,"The place is BYOB, but there aren't a dearth of bars just around the corner.",location,,2,,3,2
1111,"Although I work on the south side and love sushi, I will never go back into this place.",general,,5,,0,0
1112,"I love mediterranean food and was hoping to have an enjoyable meal, but whay wasn't anyone there?",service,,3,,1,0
1113,"It made it feel too ""chainlike"" instead of special which is what you want to feel when you are shelling out $250 for dinner for two.",ambiance,,0,,0,0
1114,"The panang curry is my favorite, but I've had most of the dishes on the menu and they are all pretty good, interesting, and not too expensive.",food,,1,,4,2
1115,I will definitely make this a regular destination on the weekends!,general,,5,,4,2
1116,"Unlike most dim sum places, not served with any sauces.",food,,1,,1,0
1117,This is one NYE tradition we plan on keeping for many years to come!,general,,5,,2,1
1118,"The restaurant was rather empty, with most customers ordering to go.",ambiance,,0,,1,0
1119,The worst parts about Pamela's are the long wait on weekends (I recommend going early) and that its cash only.,service,,3,,1,0
1120,"As this is a new addition to the Irwin area, I understand that it'll take some time to work out the hiccups.",location,,2,,2,1
1121,"Alas I'll try Pure Barre next, but I still can't understand the crazy prices.",price,,4,,0,0
1122,Our favorite of the night was the Thunderhop which had a wonderful hoppy flavor.,food,,1,,3,2
1123,My General Tso's Chicken and my hot & sour soup was as good as any I've had.,food,,1,,4,2
1124,"Service was nice, if not a touch slow, you know when it's so slow in a restaurant that service is slow?",service,,3,,2,1
1125,And it was a good thing I long ago bought two tickets cheap on Stubhub.,price,,4,,3,2
1126,"They are on the pricey side, but you are permanently altering your body- it's worth the price a professional charges.",price,,4,,3,2
1127,The speakeasy in the basement can get a little crowded and it can take a while to get a drink.,service,,3,,1,0
1128,"My friends and I got it thinking that eight slices wouldn't be enough for us, but we were surprised that the pizza was both massive and filling.",food,,1,,3,2
1129,"Do they not understand that we'll be spending a lot of money, especially with the part of the crew that likes to overindulge on the booze.",price,,4,,1,0
1130,"The staff is professional, personable, and most importantly good at what they do.",service,,3,,3,2
1131,Update: 12/05/15  Ok so there's no pour-overs actually.,service,,3,,1,0
1132,Despite requesting more of the appetizers and promising more - we gave up and thought we'll just wait for the main course.,service,,3,,1,0
1133,"I ordered pancakes, egg whites and bacon.",food,,1,,2,1
1134,"Prices are reasonable, especially if you go in a pie with someone else.",price,,4,,3,2
1135,"There are roll specials, too for $10.",price,,4,,3,2
1136,The employees at this store are very helpful and patient.,service,,3,,3,2
1137,Good spring rolls.,food,,1,,3,2
1138,"On one occasion, I came 27 minutes before closing and was turned away.",service,,3,,0,0
1139,And did I mention this was all free?,price,,4,,4,2
1140,You are greated by a hostess who can't seat you downstairs in the main diningroom.,service,,3,,1,0
1141,"Try $5, for real.",price,,4,,3,2
1142,The park also has a lot of other activities too.,location,,2,,3,2
1143,Fried zucchini and fried pickles.,food,,1,,2,1
1144,Ramen Bar offers an array of noodle soups for those not particularly into ramen.,food,,1,,3,2
1145,Meatball was REALLY disappointing.,food,,1,,0,0
1146,"If loud noise bothers you, you might not want to walk in.",ambiance,,0,,1,0
1147,C was VERY nice.,service,,3,,3,2
1148,Franco's is a decent establishment and it is clear that they take extreme pride in their craft although their product misses the mark a little bit.,service,,3,,3,2
1149,Definitely avoid the bag of chips with your sandwich as they cost $1.35 and contain about 8 chips.,price,,4,,0,0
1150,Skip the deviled eggs (you've had better at a work luncheon) and the oysters (couldn't taste the mignonette at all?).,food,,1,,0,0
1151,I didnt want to put in review that I waited forever for my food because I knew eventually it would be fine.,service,,3,,1,0
1152,It was a match made in kimchi heaven.,food,,1,,4,2
1153,I was so pleased with their service I used them for a bigger job later on.,service,,3,,4,2
1154,I pine for the days of a nice rugged heap of sandwich the way it used to be.,food,,1,,1,0
1155,"So instead of burgers we had porkchops, steak salad, and chicken.",food,,1,,2,1
1156,"I'm also a bit of a ""wing nut"" and I have to say that the wings at Ann's are top-shelf.",food,,1,,4,2
1157,Neither of us ended up getting the tasting dessert and getting two on the menu - one was a flourless chocolate cake and the other a creme brulee.,food,,1,,0,0
1158,Food is great but you wait almost an hour for your food every time.....,service,,3,,0,0
1159,"Instead of tomato sauce, there is Thousand Island Dressing.",food,,1,,2,1
1160,"The food: The salads are large, excellent, and beautiful.",food,,1,,4,2
1161,Came here for Sunday brunch with some friends.,general,,5,,2,1
1162,Came here for dinner and drinks with two friends.,general,,5,,2,1
1163,Willow is way overpriced for what you get and the food is terrible!,price,,4,,0,0
1164,"We had the vodka type with fresh roasted red peppers -- the peppers were fantastic , so sweet!-- the best I've ever had on a pizza!",food,,1,,4,2
1165,"This is a saltier pizza with a tasty homemade herb tomato sauce, all cooked the way you want it.",food,,1,,4,2
1166,"Upon entering, we were told seating was first come, first served so we grabbed a two top by the windows.",service,,3,,2,1
1167,I have to say the practice itself far exceeded my expectations.,service,,3,,4,2
1168,Our room was ready for us as soon as we arrived at the hotel at 10 in the morning and we got a free cookie.,service,,3,,4,2
1169,"The stew was good, but even the server said he liked it better with the original lamb meat instead of the current beef.",food,,1,,3,2
1170,"The sushi chef delivered my maki platter, which was a salmon roll (8 pcs), spicy tuna roll (6 pcs), and california roll (6 pcs) -- a pretty great deal for $13 and some change.",price,,4,,4,2
1171,Lame!,general,,5,,0,0
1172,"Our entrees came out quickly and were satisfactory though my vegetables were obviously a mix of frozen carrots, broccoli and cauliflower.",food,,1,,3,2
1173,"Beer is super cheap, solid selection, and the specials during Pens and Steelers games on Miller Lite are great.",food,,1,,4,2
1174,AND they have Lindemann's Lambic Framboise on tap!?,food,,1,,3,2
1175,Whoa.,general,,5,,4,2
1176,"Both dishes were OK, I'm spoiled and I was looking for a pumpkin or squash curry dish.",food,,1,,2,1
1177,It's even good enough to eat without spaghetti sauce to soak up.,food,,1,,2,1
1178,I could've bought all the ingredients for $7 and made this sandwich myself and had enough ingredients for a week.,price,,4,,1,0
1179,I adore the veggie Kaya burgers and seriously try the cucumber vodka infused bloody mary!,food,,1,,4,2
1180,It is a walk up establishment so it's not ideal to be waiting outside in adverse weather.,ambiance,,0,,1,0
1181,Probably some of the worst Chinese and food in general I have had.,food,,1,,0,0
1182,The food is grossly OVERPRICED for what you get.,price,,4,,0,0
1183,Two stars for service.,service,,3,,1,0
1184,Nice happy hour specials.,food,,1,,3,2
1185,"Nothing fancy, just simply delicious pizza.",food,,1,,4,2
1186,The edges were crispy and they were served with a sweet & spicy sauce to dip them in.,food,,1,,3,2
1187,All desserts are $6.50.,price,,4,,2,1
1188,"I highly recommend looking for the ""Emiliano's Specialties"" which are marked on the menu and ordering one of those and skipping the standard Mexican Restaurant fare if you want something different or really authentic.",food,,1,,4,2
1189,It's ridiculous and thoughtless.,general,,5,,0,0
1190,Decent variety of ramen but the flavors could be better.,food,,1,,3,2
1191,"If you are in homestead and are looking for a burger and a beer it might be a good choice for a bite, or at least until the Burgatory opens!",food,,1,,3,2
1192,I find myself forgetting how special some of Pittsburgh neighborhoods are and how many hidden gems can be found in each.,location,,2,,4,2
1193,"Chill vibe, fun old-fashioned drinks, and great service.",ambiance,,0,,3,2
1194,We started with the Yucatan Hot Bean Dip and the Mussels.,food,,1,,2,1
1195,I would definitely go back and order the sandwich myself or even pick up some to take home or to a picnic.,food,,1,,4,2
1196,The place is perfectly maintained.,ambiance,,0,,4,2
1197,You just can't get it right... 3 visits...,general,,5,,0,0
1198,I'm sure this isn't as much of a problem in the summer when there's the space outside.,ambiance,,0,,1,0
1199,Great sauce.,food,,1,,4,2
1200,"The line is never long, and the service is good.",service,,3,,3,2
1201,The first time I went to Nicky's (with my fellow Yelp buddies Linda W.,general,,5,,2,1
1202,"Crunchy, buttery pecans enveloped in smooth pumpkin-y cinnamon-y, gingery, clove-y rich creamy goodness.",food,,1,,4,2
1203,Great seats.,ambiance,,0,,4,2
1204,"So if you are expecting them to be open for a late night meal, you probably should call first before you make the trip!",service,,3,,1,0
1205,We went to Arlecchino with friends last weekend.,general,,5,,2,1
1206,"But the food, the most important aspect of a dining experience for me, was pretty much a case of Asian fusion gone wrong.",food,,1,,0,0
1207,Lin's food is made to order and you can taste the care they put into preparing their dishes.,food,,1,,4,2
1208,There is no corporate feeling here.,ambiance,,0,,2,1
1209,The staff is usually friendly and drinks are kept full.,service,,3,,3,2
1210,"But the point is that we waited the whole time, not willing to miss the chance to eat here!",service,,3,,1,0
1211,Great food.,food,,1,,4,2
1212,Current prices are a bit cheaper as well!,price,,4,,4,2
1213,It was delcious.,food,,1,,4,2
1214,Wasn't planning to go out but received the Open Table Pittsburgh Dining week email and became intrigued.,price,,4,,4,2
1215,It was packed with pepperoni and amazing cheese.,food,,1,,4,2
1216,"I moved to the North Side in July, and this has since become my ""place"" in the area.",general,,5,,4,2
1217,"Before indulging in some pumpkin brews, my friends and I stopped in for a bite at Hough's.",general,,5,,2,1
1218,Even better: the presentation was beautiful.,food,,1,,4,2
1219,FYI: Cash only.,price,,4,,2,1
1220,I must return to suck up additional food and ambiance.,ambiance,,0,,3,2
1221,"Thought the pizza was average to good, but nothing spectacular.",food,,1,,3,2
1222,you can buy the sacuses for the wings which is amazing!!,food,,1,,4,2
1223,"I get that Dave and Buster's is an arcade and that you're going there to play some games, maybe eat, and kill some time.",ambiance,,0,,3,2
1224,I got a vanilla soft served dipped in blue raspberry on a cone.,food,,1,,2,1
1225,"As if reading my mind, Groupon suddenly drops a well-timed email into my inbox this weekend -- $9 for two cones and two fries at Pizza Cono.",price,,4,,3,2
1226,"I got two flavors of their many sauces, Arizona Ranch and Triple Atomic  Arizona Ranch were cooked perfect, had tons of sauce all over each wing, lots of flavor, sufficient amount of meat on each wing, really  couldn't have asked for more.",food,,1,,4,2
1227,We didn't know what to expect and we knew ahead of time that it's cash only which is no big deal since there's an ATM right around the corner from the restaurant and up and down the street basically.,price,,4,,3,2
1228,"And they give you shit if you miss your reservation - I've NEVER had that experience at another restaurant before, and it's a testament to how good their food is that I'm willing to put up with that crap and go back.",service,,3,,1,0
1229,The only bad thing is that it can feel crowded.,ambiance,,0,,1,0
1230,"I have also had the Jules Vern, which is basically a philly cheese steak.",food,,1,,2,1
1231,Great bread and fresh meats.,food,,1,,4,2
1232,They were super friendly.,service,,3,,4,2
1233,There have been times I would give it 3 stars.,general,,5,,2,1
1234,I have been impressed with the height and attention to detail.,service,,3,,3,2
1235,"On other occasions I've had the shrimp tacos and the potato and chorizo tacos, the chiles rellenos, and the gorditas.",food,,1,,2,1
1236,It's hand-rolled and there were two dedicated cooks there rolling sushi the entire time.,food,,1,,3,2
1237,I got a Kelsey burger which was topped with a pierogie and onions!,food,,1,,2,1
1238,"It was just one little nibble, but it was an insane burst of flavor.",food,,1,,4,2
1239,I am ashamed for bringing my dining companions here.,general,,5,,0,0
1240,They also eschew large coolers of beer in favor of individual bottle chillers that work well for grab-and-go.,food,,1,,4,2
1241,"There's always at least one or two non-traditional meat variety offered, which is nice for my vegetarian friend, or for me when I happened to come here on a Lenten Friday.",food,,1,,3,2
1242,"The servers are attentive, know the menu well, and are willing to offer suggestions should you need any.",service,,3,,4,2
1243,Can't wait to be back for my weekly hummus fill!,food,,1,,4,2
1244,"It is BYOB, so don't go expecting to order a margarita.",service,,3,,2,1
1245,"Disappointing is how I would describe it, I was hoping for good things here for food lovers and for the Winghart's family.",general,,5,,0,0
1246,"Each time we've gone, the service has been great.",service,,3,,4,2
1247,"When it came time to pay, the waitress seemed bothered that we didn't know how to use the 'table monster' and even more annoyed when 2 of us wanted to pay with cash.",service,,3,,1,0
1248,Prices and portions were very reasonable and you get a lot for what you pay for.,price,,4,,4,2
1249,It's a perfect spot for a date or nice friendly conversation with some friends.,ambiance,,0,,4,2
1250,"They try to go cheap, whether it be employees or product quality, and you end up getting the short end of the stick.",general,,5,,0,0
1251,More businesses should follow their lead.,general,,5,,4,2
1252,"The pizza is average, but they truly do have the best hot dogs in the city.",food,,1,,3,2
1253,"At an odd moment, the music started blaring, the Smiths, which I love, and strange dance party music.",ambiance,,0,,4,2
1254,I love being right on the river and watching the people and boats go by.,ambiance,,0,,4,2
1255,"Once inside the room, I noticed that there was no remote control for the TV, and there were no ashtrays (yes, it was a smoking room).",ambiance,,0,,1,0
1256,"As I read through it, everything sounds delicious.",food,,1,,4,2
1257,It's just LOUD but jovial nonetheless.,ambiance,,0,,3,2
1258,"If I am ever in the strip District shopping, I will stop and get a whole rotisserie chicken to bring home.",food,,1,,3,2
1259,"When I walked in, I was suprised by the ""cafeteria"" set-up, with a large open area to sit and eat, a very casual atmosphere indeed.",ambiance,,0,,3,2
1260,"Next the waitress brings some miso soup which is good, but unmemorable.",food,,1,,2,1
1261,"The bahn mi combined fatty pork belly with velvety chicken liver pate, then heated everything up with jalapeno and sweet chile sauce.",food,,1,,2,1
1262,I thought the prices were reasonable.,price,,4,,3,2
1263,It got rather crowded quickly with everyone standing around waiting to get their takeout.,service,,3,,1,0
1264,"Two large framed prints of New York City scenes which would have been at LEAST $20 at Goodwill, were $5 each at ReStore.",price,,4,,3,2
1265,"Perfect for Whishkey-lovers with a variety of Whiskey-based drinks, a tasty addition to the solid beer selection and nonalcoholic drinks.",food,,1,,4,2
1266,The pictures are helpful for choosing dishes with Chinese vegetables.,service,,3,,3,2
1267,"Even though it was after midnight, they were still serving take out... so hooray for their late night hours.",service,,3,,4,2
1268,"Bar is very clean, has a small parking lot in the back.",ambiance,,0,,4,2
1269,The place is definitely cozy.,ambiance,,0,,3,2
1270,"It's also pricier for Pittsburgh, but you get what you pay for.",price,,4,,2,1
1271,I think the food might've been ready about 10 minutes before we picked it up.,service,,3,,3,2
1272,"I love the Fox's pizza chain, but this place just continuously screws up.",general,,5,,0,0
1273,You can also bring adult beverages with you :-).,food,,1,,2,1
1274,After we had ordered my girlfriend and I were discussing where she was going to head to brunch with some of her friends in the future and I looked up their menu on my phone.,general,,5,,2,1
1275,"The service is ok sometimes, depending on which waiter you get.",service,,3,,2,1
1276,"I really like their seasonals, for which I recommend the tasting sampler.",food,,1,,3,2
1277,"Owner ""B"" is always very hospitable, checking on tables and remembering faces.",service,,3,,4,2
1278,Dessert: Flan--so good here!,food,,1,,4,2
1279,I enjoy the delivery service from time to time and the dining experience is bad either.,ambiance,,0,,1,0
1280,Ok.,general,,5,,2,1
1281,There was nothing bad about my meal.,food,,1,,2,1
1282,They're still good...just different from what you'd find in a Mexican restaurant.,general,,5,,3,2
1283,What kind of customer service is that?,service,,3,,0,0
1284,I'ts close to CMU and its very cheap.,location,,2,,3,2
1285,love the atmosphere,ambiance,,0,,4,2
1286, the chips and dip which they start you with are not that great.,food,,1,,1,0
1287,cool menu,food,,1,,3,2
1288,This place is very creative,ambiance,,0,,4,2
1289,"His favorite eats: Singapore Rice Noodles, Beef Chow Fun, Pad Thai.",food,,1,,4,2
1290,The restaurant is a bit noisy ,ambiance,,0,,1,0
1291,"and the neighborhood isn't improving, ",location,,2,,0,0
1292,"but the food is worth a trip, I'm still not sold on the bakery.",food,,1,,3,2
1293,My blow out only set me back $30 as well - awesome!,price,,4,,4,2
1294,Friendly staff and never a long wait even with a line out the door.,service,,3,,4,2
1295,I thought it was a nice gesture- until I tasted the mojito.,food,,1,,1,0
1296,Delicious.,food,,1,,4,2
1297,"I got the chips, he got the rosemary and sea salt French fries.",food,,1,,4,2
1298,"The food was only OK, poutine and spicy tacos...tasty and good for soaking up all that alcohol in your stomach.",food,,1,,2,1
1299,"Sometimes I get a great latte, sometimes a shitty, overly foamy latte (like today).",food,,1,,2,1
1300,The decor inside is simple and modern.,ambiance,,0,,3,2
1301,"And the staff is always very pleasant - overall, you can't go wrong here!",service,,3,,4,2
1302,Service was fast.,service,,3,,3,2
1303,Our servers were extremely attentive and friendly.,service,,3,,4,2
1304,"We ate the calamari which was delicious, the mushroom bruschetta, the chimichurri meat plate, and the lobster ravioli.",food,,1,,4,2
1305,"Overall, I'd say this is the best Thai cuisine I've had in PGH, and I'd highly recommend it for lunch or dinner should you happen to be downtown.",food,,1,,4,2
1306,Almond croissant (no question!),food,,1,,4,2
1307,The idea is a fixed price menu for as much meat as you can eat.,price,,4,,3,2
1308,"We started off with the jumbo drumsticks which were just okay, as there was lots of breading.",food,,1,,2,1
1309,I liked the sushi but everything that came with the sushi was deep fried.,food,,1,,2,1
1310,So good.,general,,5,,4,2
1311,I thought the broccoli was a bit odd...there are much better choices for veggies in soups like baby bok choy or something.,food,,1,,1,0
1312,We also ordered the elote (Mexican street corn; $5) as a side item.,food,,1,,2,1
1313,Really good fresh authentic tex mex.,food,,1,,4,2
1314,"So, you can create your own flights of tequila to suit your tastes, or let the bartender know what you like and have them spin up their own.",service,,3,,3,2
1315,I particularly love the clams here.,food,,1,,4,2
1316,The pizza is really really good.,food,,1,,4,2
1317,"He was disappointed during this trip, as well.",general,,5,,0,0
1318,Finally JUST A LITTLE SALAD ( picture): that's exactly what it was just a little side salad.,food,,1,,1,0
1319,There was a few restaurants on the one way street..sweet!,location,,2,,3,2
1320,"I've heard the quality of the pizza at this place is inconsistent, and that some days it's better than others, so I'd be willing to try it again if I happen to be in the area, but I wouldn't go out of my way for it.",food,,1,,1,0
1321,"Our server did not hold the food adequately, though, so our entrees came out looking like they had sat under heat lamps for 10+ minutes.",service,,3,,1,0
1322,"Plus, for $9 I expected more.",price,,4,,1,0
1323,A good $2.00 worth.,price,,4,,3,2
1324,Last night we picked up some waffles.,food,,1,,2,1
1325,I have been religiously coming here for months...simply stated everything is delicious.,food,,1,,4,2
1326,We were given a plethora of sauces to try which was amazing because I can never have too much sauce on anything I eat ever.,food,,1,,3,2
1327,I savored every last bite.,food,,1,,4,2
1328,We explained to them that the prices online were different and asked if we could receive the cheaper price that we had found online.,price,,4,,1,0
1329,I'm talking about the Station Sq location.,location,,2,,2,1
1330,"I know it's not the easiest thing to come by in Pittsburgh, and even tougher if you're sticking to the city limits, but Cuzamil hasn't disappointed me yet.",location,,2,,1,0
1331,"If you are a *strongly dark* chocolate fan like me, you might be skeptical of this at first, but give the dark truffles a try and you will probably enjoy them melting in your mouth (don't bite, of course, just let them slowly melt) as I did.",food,,1,,4,2
1332,"Since all of us love spicy food, we were quite happy.",food,,1,,3,2
1333,"And when I got a whiff of everyone else's food, I wished I had ordered some too because it smelled REALLY good.",food,,1,,4,2
1334,"I think the owners are Cantonese, but everyone can speak Cantonese, Mandarin, and English, so language shouldn't be a problem.",service,,3,,3,2
1335,"The produce is usually abysmal (rotten grapes FTW), and the bread selection is cleaned out a good portion of the time.",food,,1,,0,0
1336,"Besides being my home away from home, it is an excellent hotel.",location,,2,,1,0
1337,"We sat on the outdoor bar stools, which was  pleasant in this weather.",ambiance,,0,,3,2
1338,You're gonna have a bad time.,general,,5,,1,0
1339,"Go ahead and try a lamb gyro, beef gyro, or some chili chicken.",food,,1,,2,1
1340,I also have to compliment the meat guys they were all so good with my son as well as the rest of the wait staff.,service,,3,,3,2
1341,This place is small so it is easy to miss.,ambiance,,0,,1,0
1342,It all depends what you are looking for.,general,,5,,2,1
1343,Where is the design?,ambiance,,0,,0,0
1344,"If someone asked me to pick my favorite restaurant in Pittsburgh, Avenue B would be my top choice.",general,,5,,4,2
1345,I'm not even a whiskey (or hard liquor in general) drinker but I enjoyed learning about and sampling their products.,food,,1,,3,2
1346,"The dining area is kinda small, only 6 booths and one table that shares the back booth wall.",ambiance,,0,,1,0
1347,There was so much burger grease that the bottom half of the bun was saturated and nearly inedible.,food,,1,,0,0
1348,It's kinda hard to screw that up.,general,,5,,0,0
1349,Their menu is extensive of both ice cream flavors and other bites to eat.,food,,1,,3,2
1350,"Sometimes it's great, but other times the curry would be watered down or something disappointing like that.",food,,1,,2,1
1351,Aubergine: I love love love it!,general,,5,,4,2
1352,*Seaweed Salad *Green Tea & Red Bean Ice cream - YUM!!!,food,,1,,4,2
1353,They had run out of calamari so the gave us a bit more of everything else.,food,,1,,2,1
1354,The menu is one page-- there are only about 30 items listed.,food,,1,,1,0
1355,Definitely recommend saving room for dessert!,food,,1,,3,2
1356,"I'm guessing that ordering channa masala, palak paneer, bhindi masala, and channa palak is cheating and missing out on the full Udipi experience.",food,,1,,2,1
1357,It is cozy inside and there are comfy chairs/couches.,ambiance,,0,,3,2
1358,Overall I was ok with this dish.,food,,1,,2,1
1359,Made me feel like I was having dinner on the Jerry springer show set.,ambiance,,0,,3,2
1360,"I ordered the mango and tofu, and I really enjoyed it.",food,,1,,4,2
1361,We ordered the traditional Thanksgiving meal for 10 and a large side of pasta (when in Rome).,food,,1,,2,1
1362,The extra salsa I requested turned out to be just a few flecks of tomato.,food,,1,,1,0
1363,Don't forget they only take CASH.,price,,4,,2,1
1364,"Also, the bacon and sausage were a step-up from traditional breakfast meats.",food,,1,,3,2
1365,"The sandwich starts out with a layer of banana peppers then stacks of salami, ham, cappicola and pepperoni, melted cheese, sliced hard-boiled eggs, lettuce, tomato and onions and held together with a flavorful rosemary mayo!",food,,1,,4,2
1366,The owner ( dude with a fro/think beard) is really nice.,service,,3,,3,2
1367,Beechview is a very nice residential neighborhood but it's not exactly known for its fine dining and nightlife.,location,,2,,2,1
1368,Presentation was horrible as it was just stuffed on a plate with fries and no garnishes.,food,,1,,1,0
1369,Good cheap beer and spectacle that doesn't quit.,price,,4,,3,2
1370,"Full disclosure, I've only ever eaten take-out, so I can't judge their in-dining service, just their take-out service.",service,,3,,2,1
1371,We'd been to a couple of the popular local chains and they were OK.,general,,5,,2,1
1372,"An Oakland Classic, I would recommend everyone try it at least once!",food,,1,,3,2
1373,Papaya's owners to this day have yet to get in touch with me (it's been a month since I've been to their restaurant).,service,,3,,1,0
1374,The service at Church Brew Works is like any other bar...it varies with the server you get.,service,,3,,2,1
1375,Stop by next time you're craving cajun.,food,,1,,3,2
1376,"As far as service is concerned, I've never had bad service at Fat Head's.",service,,3,,3,2
1377,Beans and rice were phenomenal in comparison to the other Mexican places in the Burgh.,food,,1,,4,2
1378,Could be cooked a little longer and in smaller pieces.,food,,1,,2,1
1379,"This is the perfect stop for anyone who is open to contemporary, non-traditional art.",ambiance,,0,,4,2
